BASEALALAÚ	-60.520	-0.859
    27     4  1983      267.000000
    28     4  1983      261.000000
    29     4  1983      247.000000
    30     4  1983      241.000000
     1     5  1983      238.000000
     2     5  1983      236.000000
     3     5  1983      231.000000
     4     5  1983      229.000000
     5     5  1983      231.000000
     6     5  1983      235.000000
     7     5  1983      265.000000
     8     5  1983      282.000000
     9     5  1983      278.000000
    10     5  1983      272.000000
    11     5  1983      270.000000
    12     5  1983      265.000000
    13     5  1983      265.000000
    14     5  1983      280.000000
    15     5  1983      290.000000
    16     5  1983      310.000000
    17     5  1983      296.000000
    18     5  1983      289.000000
    19     5  1983      282.000000
    20     5  1983      277.000000
    21     5  1983      273.000000
    22     5  1983      270.000000
    23     5  1983      268.000000
    24     5  1983      270.000000
    25     5  1983      284.000000
    26     5  1983      284.000000
    27     5  1983      282.000000
    28     5  1983      274.000000
    29     5  1983      269.000000
    30     5  1983      248.000000
    31     5  1983      239.000000
     1     6  1983      232.000000
     2     6  1983      230.000000
     3     6  1983      228.000000
     4     6  1983      226.000000
     5     6  1983      227.000000
     6     6  1983      231.000000
     7     6  1983      237.000000
     8     6  1983      256.000000
     9     6  1983      254.000000
    10     6  1983      250.000000
    11     6  1983      258.000000
    12     6  1983      314.000000
    13     6  1983      307.000000
    14     6  1983      303.000000
    15     6  1983      296.000000
    16     6  1983      292.000000
    17     6  1983      332.000000
    18     6  1983      364.000000
    19     6  1983      380.000000
    20     6  1983      397.000000
    21     6  1983      398.000000
    22     6  1983      373.000000
    23     6  1983      330.000000
    24     6  1983      335.000000
    25     6  1983      315.000000
    26     6  1983      325.000000
    27     6  1983      337.000000
    28     6  1983      338.000000
    29     6  1983      330.000000
    30     6  1983      328.000000
     1     7  1983      356.000000
     2     7  1983      369.000000
     3     7  1983      350.000000
     4     7  1983      329.000000
     5     7  1983      314.000000
     6     7  1983      298.000000
     7     7  1983      289.000000
     8     7  1983      282.000000
     9     7  1983      273.000000
    10     7  1983      273.000000
    11     7  1983      270.000000
    12     7  1983      265.000000
    13     7  1983      263.000000
    14     7  1983      260.000000
    15     7  1983      259.000000
    16     7  1983      257.000000
    17     7  1983      253.000000
    18     7  1983      251.000000
    19     7  1983      251.000000
    20     7  1983      250.000000
    21     7  1983      253.000000
    22     7  1983      254.000000
    23     7  1983      253.000000
    24     7  1983      255.000000
    25     7  1983      252.000000
    26     7  1983      247.000000
    27     7  1983      244.000000
    28     7  1983      242.000000
    29     7  1983      242.000000
    30     7  1983      242.000000
    31     7  1983      240.000000
     1     8  1983      237.000000
     2     8  1983      233.000000
     3     8  1983      229.000000
     4     8  1983      246.000000
     5     8  1983      258.000000
     6     8  1983      270.000000
     7     8  1983      265.000000
     8     8  1983      262.000000
     9     8  1983      267.000000
    10     8  1983      273.000000
    11     8  1983      271.000000
    12     8  1983      269.000000
    13     8  1983      264.000000
    14     8  1983      260.000000
    15     8  1983      259.000000
    16     8  1983      268.000000
    17     8  1983      268.000000
    18     8  1983      266.000000
    19     8  1983      275.000000
    20     8  1983      308.000000
    21     8  1983      311.000000
    22     8  1983      325.000000
    23     8  1983      348.000000
    24     8  1983      356.000000
    25     8  1983      348.000000
    26     8  1983      349.000000
    27     8  1983      337.000000
    28     8  1983      331.000000
    29     8  1983      320.000000
    30     8  1983      308.000000
    31     8  1983      295.000000
     1     9  1983      284.000000
     2     9  1983      278.000000
     3     9  1983      274.000000
     4     9  1983      269.000000
     5     9  1983      268.000000
     6     9  1983      305.000000
     7     9  1983      322.000000
     8     9  1983      306.000000
     9     9  1983      289.000000
    10     9  1983      277.000000
    11     9  1983      282.000000
    12     9  1983      285.000000
    13     9  1983      280.000000
    14     9  1983      314.000000
    15     9  1983      330.000000
    16     9  1983      331.000000
    17     9  1983      323.000000
    18     9  1983      315.000000
    19     9  1983      304.000000
    20     9  1983      290.000000
    21     9  1983      283.000000
    22     9  1983      289.000000
    23     9  1983      341.000000
    24     9  1983      398.000000
    25     9  1983      391.000000
    26     9  1983      358.000000
    27     9  1983      330.000000
    28     9  1983      313.000000
    29     9  1983      306.000000
    30     9  1983      303.000000
     1    10  1983      297.000000
     2    10  1983      289.000000
     3    10  1983      294.000000
     4    10  1983      347.000000
     5    10  1983      335.000000
     6    10  1983      317.000000
     7    10  1983      301.000000
     8    10  1983      288.000000
     9    10  1983      278.000000
    10    10  1983      258.000000
    11    10  1983      269.000000
    12    10  1983      263.000000
    13    10  1983      265.000000
    14    10  1983      257.000000
    15    10  1983      252.000000
    16    10  1983      251.000000
    17    10  1983      247.000000
    18    10  1983      243.000000
    19    10  1983      239.000000
    20    10  1983      233.000000
    21    10  1983      227.000000
    22    10  1983      225.000000
    23    10  1983      223.000000
    24    10  1983      222.000000
    25    10  1983      220.000000
    26    10  1983      219.000000
    27    10  1983      214.000000
    28    10  1983      215.000000
    29    10  1983      223.000000
    30    10  1983      221.000000
    31    10  1983      223.000000
     1    11  1983      227.000000
     2    11  1983      228.000000
     3    11  1983      223.000000
     4    11  1983      221.000000
     5    11  1983      221.000000
     6    11  1983      217.000000
     7    11  1983      212.000000
     8    11  1983      211.000000
     9    11  1983      209.000000
    10    11  1983      208.000000
    11    11  1983      207.000000
    12    11  1983      204.000000
    13    11  1983      203.000000
    14    11  1983      200.000000
    15    11  1983      195.000000
    16    11  1983      191.000000
    17    11  1983      187.000000
    18    11  1983      183.000000
    19    11  1983      179.000000
    20    11  1983      175.000000
    21    11  1983      174.000000
    22    11  1983      174.000000
    23    11  1983      173.000000
    24    11  1983      172.000000
    25    11  1983      171.000000
    26    11  1983      171.000000
    27    11  1983      170.000000
    28    11  1983      170.000000
    29    11  1983      170.000000
    30    11  1983      168.000000
     1    12  1983      166.000000
     2    12  1983      164.000000
     3    12  1983      164.000000
     4    12  1983      164.000000
     5    12  1983      163.000000
     6    12  1983      165.000000
     7    12  1983      204.000000
     8    12  1983      220.000000
     9    12  1983      226.000000
    10    12  1983      209.000000
    11    12  1983      204.000000
    12    12  1983      202.000000
    13    12  1983      197.000000
    14    12  1983      193.000000
    15    12  1983      189.000000
    16    12  1983      185.000000
    17    12  1983      181.000000
    18    12  1983      177.000000
    19    12  1983      173.000000
    20    12  1983      169.000000
    21    12  1983      166.000000
    22    12  1983      164.000000
    23    12  1983      163.000000
    24    12  1983      164.000000
    25    12  1983      162.000000
    26    12  1983      163.000000
    27    12  1983      166.000000
    28    12  1983      164.000000
    29    12  1983      165.000000
    30    12  1983      163.000000
    31    12  1983      165.000000
     1     1  1984      162.000000
     2     1  1984      163.000000
     3     1  1984      164.000000
     4     1  1984      162.000000
     5     1  1984      163.000000
     6     1  1984      164.000000
     7     1  1984      162.000000
     8     1  1984      162.000000
     9     1  1984      162.000000
    10     1  1984      162.000000
    11     1  1984      162.000000
    12     1  1984      162.000000
    13     1  1984      162.000000
    14     1  1984      163.000000
    15     1  1984      164.000000
    16     1  1984      164.000000
    17     1  1984      165.000000
    18     1  1984      167.000000
    19     1  1984      170.000000
    20     1  1984      170.000000
    21     1  1984      168.000000
    22     1  1984      169.000000
    23     1  1984      170.000000
    24     1  1984      177.000000
    25     1  1984      193.000000
    26     1  1984      195.000000
    27     1  1984      196.000000
    28     1  1984      197.000000
    29     1  1984      206.000000
    30     1  1984      215.000000
    31     1  1984      230.000000
     1     2  1984      241.000000
     2     2  1984      238.000000
     3     2  1984      235.000000
     4     2  1984      228.000000
     5     2  1984      219.000000
     6     2  1984      215.000000
     7     2  1984      209.000000
     8     2  1984      205.000000
     9     2  1984      201.000000
    10     2  1984      197.000000
    11     2  1984      193.000000
    12     2  1984      193.000000
    13     2  1984      194.000000
    14     2  1984      191.000000
    15     2  1984      188.000000
    16     2  1984      186.000000
    17     2  1984      185.000000
    18     2  1984      185.000000
    19     2  1984      186.000000
    20     2  1984      187.000000
    21     2  1984      188.000000
    22     2  1984      191.000000
    23     2  1984      192.000000
    24     2  1984      191.000000
    25     2  1984      189.000000
    26     2  1984      189.000000
    27     2  1984      213.000000
    28     2  1984      216.000000
    29     2  1984      205.000000
     1     3  1984      199.000000
     2     3  1984      196.000000
     3     3  1984      194.000000
     4     3  1984      189.000000
     5     3  1984      185.000000
     6     3  1984      182.000000
     7     3  1984      179.000000
     8     3  1984      178.000000
     9     3  1984      178.000000
    10     3  1984      175.000000
    11     3  1984      173.000000
    12     3  1984      171.000000
    13     3  1984      170.000000
    14     3  1984      170.000000
    15     3  1984      168.000000
    16     3  1984      166.000000
    17     3  1984      166.000000
    18     3  1984      165.000000
    19     3  1984      164.000000
    20     3  1984      162.000000
    21     3  1984      162.000000
    22     3  1984      162.000000
    23     3  1984      160.000000
    24     3  1984      162.000000
    25     3  1984      167.000000
    26     3  1984      174.000000
    27     3  1984      180.000000
    28     3  1984      176.000000
    29     3  1984      173.000000
    30     3  1984      173.000000
    31     3  1984      169.000000
     1     4  1984      166.000000
     2     4  1984      165.000000
     3     4  1984      163.000000
     4     4  1984      162.000000
     5     4  1984      162.000000
     6     4  1984      161.000000
     7     4  1984      160.000000
     8     4  1984      159.000000
     9     4  1984      159.000000
    10     4  1984      158.000000
    11     4  1984      159.000000
    12     4  1984      160.000000
    13     4  1984      160.000000
    14     4  1984      159.000000
    15     4  1984      159.000000
    16     4  1984      160.000000
    17     4  1984      158.000000
    18     4  1984      157.000000
    19     4  1984      156.000000
    20     4  1984      154.000000
    21     4  1984      154.000000
    22     4  1984      154.000000
    23     4  1984      153.000000
    24     4  1984      152.000000
    25     4  1984      152.000000
    26     4  1984      152.000000
    27     4  1984      152.000000
    28     4  1984      153.000000
    29     4  1984      154.000000
    30     4  1984      155.000000
     1     5  1984      154.000000
     2     5  1984      153.000000
     3     5  1984      155.000000
     4     5  1984      178.000000
     5     5  1984      182.000000
     6     5  1984      181.000000
     7     5  1984      181.000000
     8     5  1984      183.000000
     9     5  1984      181.000000
    10     5  1984      181.000000
    11     5  1984      186.000000
    12     5  1984      252.000000
    13     5  1984      263.000000
    14     5  1984      244.000000
    15     5  1984      234.000000
    16     5  1984      232.000000
    17     5  1984      246.000000
    18     5  1984      233.000000
    19     5  1984      221.000000
    20     5  1984      215.000000
    21     5  1984      218.000000
    22     5  1984      256.000000
    23     5  1984      345.000000
    24     5  1984      429.000000
    25     5  1984      434.000000
    26     5  1984      391.000000
    27     5  1984      357.000000
    28     5  1984      342.000000
    29     5  1984      351.000000
    30     5  1984      413.000000
    31     5  1984      401.000000
     1     6  1984      348.000000
     2     6  1984      347.000000
     3     6  1984      368.000000
     4     6  1984      399.000000
     5     6  1984      457.000000
     6     6  1984      469.000000
     7     6  1984      444.000000
     8     6  1984      421.000000
     9     6  1984      465.000000
    10     6  1984      460.000000
    11     6  1984      439.000000
    12     6  1984      412.000000
    13     6  1984      420.000000
    14     6  1984      424.000000
    15     6  1984      421.000000
    16     6  1984      409.000000
    17     6  1984      397.000000
    18     6  1984      383.000000
    19     6  1984      378.000000
    20     6  1984      389.000000
    21     6  1984      402.000000
    22     6  1984      426.000000
    23     6  1984      425.000000
    24     6  1984      400.000000
    25     6  1984      394.000000
    26     6  1984      395.000000
    27     6  1984      426.000000
    28     6  1984      431.000000
    29     6  1984      419.000000
    30     6  1984      427.000000
     1     7  1984      446.000000
     2     7  1984      554.000000
     3     7  1984      527.000000
     4     7  1984      493.000000
     5     7  1984      500.000000
     6     7  1984      469.000000
     7     7  1984      438.000000
     8     7  1984      423.000000
     9     7  1984      452.000000
    10     7  1984      460.000000
    11     7  1984      515.000000
    12     7  1984      543.000000
    13     7  1984      533.000000
    14     7  1984      510.000000
    15     7  1984      497.000000
    16     7  1984      499.000000
    17     7  1984      485.000000
    18     7  1984      483.000000
    19     7  1984      481.000000
    20     7  1984      538.000000
    21     7  1984      516.000000
    22     7  1984      489.000000
    23     7  1984      462.000000
    24     7  1984      463.000000
    25     7  1984      508.000000
    26     7  1984      545.000000
    27     7  1984      562.000000
    28     7  1984      572.000000
    29     7  1984      571.000000
    30     7  1984      551.000000
    31     7  1984      466.000000
     1     8  1984      435.000000
     2     8  1984      426.000000
     3     8  1984      446.000000
     4     8  1984      460.000000
     5     8  1984      444.000000
     6     8  1984      429.000000
     7     8  1984      402.000000
     8     8  1984      389.000000
     9     8  1984      382.000000
    10     8  1984      373.000000
    11     8  1984      367.000000
    12     8  1984      365.000000
    13     8  1984      367.000000
    14     8  1984      369.000000
    15     8  1984      373.000000
    16     8  1984      379.000000
    17     8  1984      415.000000
    18     8  1984      447.000000
    19     8  1984      503.000000
    20     8  1984      530.000000
    21     8  1984      495.000000
    22     8  1984      428.000000
    23     8  1984      394.000000
    24     8  1984      376.000000
    25     8  1984      366.000000
    26     8  1984      362.000000
    27     8  1984      362.000000
    28     8  1984      374.000000
    29     8  1984      394.000000
    30     8  1984      403.000000
    31     8  1984      389.000000
     1     9  1984      378.000000
     2     9  1984      364.000000
     3     9  1984      369.000000
     4     9  1984      400.000000
     5     9  1984      459.000000
     6     9  1984      503.000000
     7     9  1984      467.000000
     8     9  1984      426.000000
     9     9  1984      404.000000
    10     9  1984      414.000000
    11     9  1984      424.000000
    12     9  1984      430.000000
    13     9  1984      438.000000
    14     9  1984      439.000000
    15     9  1984      449.000000
    16     9  1984      479.000000
    17     9  1984      463.000000
    18     9  1984      443.000000
    19     9  1984      416.000000
    20     9  1984      400.000000
    21     9  1984      392.000000
    22     9  1984      380.000000
    23     9  1984      386.000000
    24     9  1984      429.000000
    25     9  1984      454.000000
    26     9  1984      448.000000
    27     9  1984      415.000000
    28     9  1984      382.000000
    29     9  1984      362.000000
    30     9  1984      364.000000
     1    10  1984      372.000000
     2    10  1984      379.000000
     3    10  1984      380.000000
     4    10  1984      372.000000
     5    10  1984      363.000000
     6    10  1984      354.000000
     7    10  1984      356.000000
     8    10  1984      353.000000
     9    10  1984      347.000000
    10    10  1984      369.000000
    11    10  1984      383.000000
    12    10  1984      358.000000
    13    10  1984      342.000000
    14    10  1984      341.000000
    15    10  1984      355.000000
    16    10  1984      366.000000
    17    10  1984      385.000000
    18    10  1984      403.000000
    19    10  1984      371.000000
    20    10  1984      349.000000
    21    10  1984      335.000000
    22    10  1984      324.000000
    23    10  1984      317.000000
    24    10  1984      313.000000
    25    10  1984      309.000000
    26    10  1984      305.000000
    27    10  1984      300.000000
    28    10  1984      295.000000
    29    10  1984      293.000000
    30    10  1984      291.000000
    31    10  1984      292.000000
     1    11  1984      294.000000
     2    11  1984      295.000000
     3    11  1984      295.000000
     4    11  1984      292.000000
     5    11  1984      289.000000
     6    11  1984      288.000000
     7    11  1984      287.000000
     8    11  1984      287.000000
     9    11  1984      289.000000
    10    11  1984      309.000000
    11    11  1984      314.000000
    12    11  1984      305.000000
    13    11  1984      306.000000
    14    11  1984      314.000000
    15    11  1984      324.000000
    16    11  1984      332.000000
    17    11  1984      339.000000
    18    11  1984      334.000000
    19    11  1984      325.000000
    20    11  1984      315.000000
    21    11  1984      304.000000
    22    11  1984      296.000000
    23    11  1984      288.000000
    24    11  1984      281.000000
    25    11  1984      277.000000
    26    11  1984      271.000000
    27    11  1984      267.000000
    28    11  1984      269.000000
    29    11  1984      275.000000
    30    11  1984      275.000000
     1    12  1984      271.000000
     2    12  1984      267.000000
     3    12  1984      263.000000
     4    12  1984      259.000000
     5    12  1984      255.000000
     6    12  1984      251.000000
     7    12  1984      247.000000
     8    12  1984      247.000000
     9    12  1984      247.000000
    10    12  1984      243.000000
    11    12  1984      240.000000
    12    12  1984      240.000000
    13    12  1984      240.000000
    14    12  1984      240.000000
    15    12  1984      238.000000
    16    12  1984      236.000000
    17    12  1984      234.000000
    18    12  1984      232.000000
    19    12  1984      230.000000
    20    12  1984      228.000000
    21    12  1984      230.000000
    22    12  1984      244.000000
    23    12  1984      260.000000
    24    12  1984      274.000000
    25    12  1984      287.000000
    26    12  1984      278.000000
    27    12  1984      265.000000
    28    12  1984      265.000000
    29    12  1984      265.000000
    30    12  1984      261.000000
    31    12  1984      257.000000
     1     1  1985      253.000000
     2     1  1985      252.000000
     3     1  1985      252.000000
     4     1  1985      249.000000
     5     1  1985      245.000000
     6     1  1985      241.000000
     7     1  1985      237.000000
     8     1  1985      236.000000
     9     1  1985      239.000000
    10     1  1985      278.000000
    11     1  1985      329.000000
    12     1  1985      330.000000
    13     1  1985      303.000000
    14     1  1985      287.000000
    15     1  1985      275.000000
    16     1  1985      266.000000
    17     1  1985      259.000000
    18     1  1985      253.000000
    19     1  1985      248.000000
    20     1  1985      243.000000
    21     1  1985      238.000000
    22     1  1985      233.000000
    23     1  1985      230.000000
    24     1  1985      227.000000
    25     1  1985      225.000000
    26     1  1985      223.000000
    27     1  1985      220.000000
    28     1  1985      216.000000
    29     1  1985      213.000000
    30     1  1985      210.000000
    31     1  1985      207.000000
     1     2  1985      205.000000
     2     2  1985      203.000000
     3     2  1985      201.000000
     4     2  1985      199.000000
     5     2  1985      197.000000
     6     2  1985      195.000000
     7     2  1985      193.000000
     8     2  1985      191.000000
     9     2  1985      189.000000
    10     2  1985      188.000000
    11     2  1985      192.000000
    12     2  1985      194.000000
    13     2  1985      196.000000
    14     2  1985      197.000000
    15     2  1985      194.000000
    16     2  1985      192.000000
    17     2  1985      190.000000
    18     2  1985      188.000000
    19     2  1985      186.000000
    20     2  1985      184.000000
    21     2  1985      182.000000
    22     2  1985      180.000000
    23     2  1985      179.000000
    24     2  1985      178.000000
    25     2  1985      176.000000
    26     2  1985      174.000000
    27     2  1985      173.000000
    28     2  1985      172.000000
     1     3  1985      171.000000
     2     3  1985      170.000000
     3     3  1985      169.000000
     4     3  1985      169.000000
     5     3  1985      169.000000
     6     3  1985      168.000000
     7     3  1985      167.000000
     8     3  1985      166.000000
     9     3  1985      165.000000
    10     3  1985      165.000000
    11     3  1985      165.000000
    12     3  1985      165.000000
    13     3  1985      165.000000
    14     3  1985      164.000000
    15     3  1985      164.000000
    16     3  1985      164.000000
    17     3  1985      164.000000
    18     3  1985      163.000000
    19     3  1985      163.000000
    20     3  1985      163.000000
    21     3  1985      162.000000
    22     3  1985      161.000000
    23     3  1985      161.000000
    24     3  1985      159.000000
    25     3  1985      160.000000
    26     3  1985      164.000000
    27     3  1985      169.000000
    28     3  1985      167.000000
    29     3  1985      165.000000
    30     3  1985      164.000000
    31     3  1985      163.000000
     1     4  1985      162.000000
     2     4  1985      161.000000
     3     4  1985      161.000000
     4     4  1985      160.000000
     5     4  1985      160.000000
     6     4  1985      159.000000
     7     4  1985      159.000000
     8     4  1985      158.000000
     9     4  1985      158.000000
    10     4  1985      157.000000
    11     4  1985      157.000000
    12     4  1985      157.000000
    13     4  1985      156.000000
    14     4  1985      156.000000
    15     4  1985      156.000000
    16     4  1985      156.000000
    17     4  1985      156.000000
    18     4  1985      155.000000
    19     4  1985      155.000000
    20     4  1985      155.000000
    21     4  1985      155.000000
    22     4  1985      155.000000
    23     4  1985      154.000000
    24     4  1985      154.000000
    25     4  1985      157.000000
    26     4  1985      163.000000
    27     4  1985      167.000000
    28     4  1985      166.000000
    29     4  1985      171.000000
    30     4  1985      214.000000
     1     5  1985      252.000000
     2     5  1985      245.000000
     3     5  1985      239.000000
     4     5  1985      236.000000
     5     5  1985      254.000000
     6     5  1985      277.000000
     7     5  1985      280.000000
     8     5  1985      276.000000
     9     5  1985      279.000000
    10     5  1985      320.000000
    11     5  1985      347.000000
    12     5  1985      332.000000
    13     5  1985      313.000000
    14     5  1985      311.000000
    15     5  1985      312.000000
    16     5  1985      326.000000
    17     5  1985      403.000000
    18     5  1985      415.000000
    19     5  1985      410.000000
    20     5  1985      393.000000
    21     5  1985      371.000000
    22     5  1985      342.000000
    23     5  1985      330.000000
    24     5  1985      336.000000
    25     5  1985      343.000000
    26     5  1985      340.000000
    27     5  1985      356.000000
    28     5  1985      413.000000
    29     5  1985      447.000000
    30     5  1985      435.000000
    31     5  1985      445.000000
     1     6  1985      466.000000
     2     6  1985      478.000000
     3     6  1985      513.000000
     4     6  1985      550.000000
     5     6  1985      576.000000
     6     6  1985      584.000000
     7     6  1985      534.000000
     8     6  1985      472.000000
     9     6  1985      447.000000
    10     6  1985      447.000000
    11     6  1985      453.000000
    12     6  1985      449.000000
    13     6  1985      427.000000
    14     6  1985      418.000000
    15     6  1985      465.000000
    16     6  1985      499.000000
    17     6  1985      516.000000
    18     6  1985      514.000000
    19     6  1985      508.000000
    20     6  1985      503.000000
    21     6  1985      506.000000
    22     6  1985      479.000000
    23     6  1985      451.000000
    24     6  1985      443.000000
    25     6  1985      448.000000
    26     6  1985      455.000000
    27     6  1985      451.000000
    28     6  1985      473.000000
    29     6  1985      506.000000
    30     6  1985      528.000000
     1     7  1985      529.000000
     2     7  1985      502.000000
     3     7  1985      460.000000
     4     7  1985      435.000000
     5     7  1985      448.000000
     6     7  1985      482.000000
     7     7  1985      446.000000
     8     7  1985      413.000000
     9     7  1985      400.000000
    10     7  1985      411.000000
    11     7  1985      417.000000
    12     7  1985      442.000000
    13     7  1985      466.000000
    14     7  1985      462.000000
    15     7  1985      462.000000
    16     7  1985      450.000000
    17     7  1985      435.000000
    18     7  1985      438.000000
    19     7  1985      445.000000
    20     7  1985      445.000000
    21     7  1985      455.000000
    22     7  1985      467.000000
    23     7  1985      469.000000
    24     7  1985      464.000000
    25     7  1985      476.000000
    26     7  1985      519.000000
    27     7  1985      520.000000
    28     7  1985      517.000000
    29     7  1985      487.000000
    30     7  1985      436.000000
    31     7  1985      416.000000
     1     8  1985      417.000000
     2     8  1985      413.000000
     3     8  1985      405.000000
     4     8  1985      398.000000
     5     8  1985      392.000000
     6     8  1985      410.000000
     7     8  1985      426.000000
     8     8  1985      434.000000
     9     8  1985      439.000000
    10     8  1985      447.000000
    11     8  1985      457.000000
    12     8  1985      471.000000
    13     8  1985      485.000000
    14     8  1985      497.000000
    15     8  1985      488.000000
    16     8  1985      462.000000
    17     8  1985      467.000000
    18     8  1985      470.000000
    19     8  1985      445.000000
    20     8  1985      422.000000
    21     8  1985      406.000000
    22     8  1985      395.000000
    23     8  1985      391.000000
    24     8  1985      415.000000
    25     8  1985      435.000000
    26     8  1985      459.000000
    27     8  1985      476.000000
    28     8  1985      491.000000
    29     8  1985      468.000000
    30     8  1985      433.000000
    31     8  1985      425.000000
     1     9  1985      417.000000
     2     9  1985      405.000000
     3     9  1985      394.000000
     4     9  1985      395.000000
     5     9  1985      451.000000
     6     9  1985      504.000000
     7     9  1985      531.000000
     8     9  1985      555.000000
     9     9  1985      565.000000
    10     9  1985      560.000000
    11     9  1985      550.000000
    12     9  1985      533.000000
    13     9  1985      528.000000
    14     9  1985      508.000000
    15     9  1985      448.000000
    16     9  1985      414.000000
    17     9  1985      395.000000
    18     9  1985      384.000000
    19     9  1985      374.000000
    20     9  1985      368.000000
    21     9  1985      363.000000
    22     9  1985      370.000000
    23     9  1985      392.000000
    24     9  1985      414.000000
    25     9  1985      396.000000
    26     9  1985      374.000000
    27     9  1985      368.000000
    28     9  1985      356.000000
    29     9  1985      349.000000
    30     9  1985      360.000000
     1    10  1985      383.000000
     2    10  1985      418.000000
     3    10  1985      410.000000
     4    10  1985      389.000000
     5    10  1985      372.000000
     6    10  1985      360.000000
     7    10  1985      357.000000
     8    10  1985      350.000000
     9    10  1985      341.000000
    10    10  1985      332.000000
    11    10  1985      325.000000
    12    10  1985      319.000000
    13    10  1985      317.000000
    14    10  1985      321.000000
    15    10  1985      329.000000
    16    10  1985      342.000000
    17    10  1985      338.000000
    18    10  1985      323.000000
    19    10  1985      315.000000
    20    10  1985      315.000000
    21    10  1985      317.000000
    22    10  1985      315.000000
    23    10  1985      310.000000
    24    10  1985      306.000000
    25    10  1985      304.000000
    26    10  1985      302.000000
    27    10  1985      299.000000
    28    10  1985      294.000000
    29    10  1985      288.000000
    30    10  1985      286.000000
    31    10  1985      286.000000
     1    11  1985      291.000000
     2    11  1985      292.000000
     3    11  1985      286.000000
     4    11  1985      283.000000
     5    11  1985      282.000000
     6    11  1985      281.000000
     7    11  1985      277.000000
     8    11  1985      273.000000
     9    11  1985      281.000000
    10    11  1985      288.000000
    11    11  1985      298.000000
    12    11  1985      303.000000
    13    11  1985      297.000000
    14    11  1985      289.000000
    15    11  1985      287.000000
    16    11  1985      284.000000
    17    11  1985      282.000000
    18    11  1985      282.000000
    19    11  1985      285.000000
    20    11  1985      282.000000
    21    11  1985      280.000000
    22    11  1985      278.000000
    23    11  1985      276.000000
    24    11  1985      279.000000
    25    11  1985      287.000000
    26    11  1985      291.000000
    27    11  1985      283.000000
    28    11  1985      277.000000
    29    11  1985      274.000000
    30    11  1985      275.000000
     1    12  1985      278.000000
     2    12  1985      284.000000
     3    12  1985      287.000000
