BASEALALAÚ	-60.520	-0.859
    29     6  1987      481.000000
    30     6  1987      476.000000
     1     7  1987      461.000000
     2     7  1987      439.000000
     3     7  1987      418.000000
     4     7  1987      411.000000
     5     7  1987      415.000000
     6     7  1987      417.000000
     7     7  1987      458.000000
     8     7  1987      497.000000
     9     7  1987      540.000000
    10     7  1987      558.000000
    11     7  1987      553.000000
    12     7  1987      506.000000
    13     7  1987      454.000000
    14     7  1987      423.000000
    15     7  1987      406.000000
    16     7  1987      403.000000
    17     7  1987      404.000000
    18     7  1987      406.000000
    19     7  1987      406.000000
    20     7  1987      400.000000
    21     7  1987      388.000000
    22     7  1987      385.000000
    23     7  1987      385.000000
    24     7  1987      379.000000
    25     7  1987      375.000000
    26     7  1987      370.000000
    27     7  1987      363.000000
    28     7  1987      363.000000
    29     7  1987      373.000000
    30     7  1987      380.000000
    31     7  1987      374.000000
     1     8  1987      369.000000
     2     8  1987      375.000000
     3     8  1987      382.000000
     4     8  1987      379.000000
     5     8  1987      373.000000
     6     8  1987      408.000000
     7     8  1987      387.000000
     8     8  1987      359.000000
     9     8  1987      367.000000
    10     8  1987      411.000000
    11     8  1987      440.000000
    12     8  1987      416.000000
    13     8  1987      414.000000
    14     8  1987      422.000000
    15     8  1987      426.000000
    16     8  1987      410.000000
    17     8  1987      384.000000
    18     8  1987      369.000000
    19     8  1987      380.000000
    20     8  1987      373.000000
    21     8  1987      412.000000
    22     8  1987      402.000000
    23     8  1987      384.000000
    24     8  1987      450.000000
    25     8  1987      473.000000
    26     8  1987      448.000000
    27     8  1987      440.000000
    28     8  1987      423.000000
    29     8  1987      411.000000
    30     8  1987      418.000000
    31     8  1987      419.000000
     1     9  1987      399.000000
     2     9  1987      384.000000
     3     9  1987      379.000000
     4     9  1987      376.000000
     5     9  1987      373.000000
     6     9  1987      367.000000
     7     9  1987      363.000000
     8     9  1987      359.000000
     9     9  1987      355.000000
    10     9  1987      349.000000
    11     9  1987      344.000000
    12     9  1987      339.000000
    13     9  1987      335.000000
    14     9  1987      329.000000
    15     9  1987      323.000000
    16     9  1987      319.000000
    17     9  1987      315.000000
    18     9  1987      311.000000
    19     9  1987      309.000000
    20     9  1987      329.000000
    21     9  1987      345.000000
    22     9  1987      351.000000
    23     9  1987      347.000000
    24     9  1987      339.000000
    25     9  1987      341.000000
    26     9  1987      339.000000
    27     9  1987      338.000000
    28     9  1987      341.000000
    29     9  1987      384.000000
    30     9  1987      373.000000
     1    10  1987      351.000000
     2    10  1987      333.000000
     3    10  1987      321.000000
     4    10  1987      315.000000
     5    10  1987      321.000000
     6    10  1987      332.000000
     7    10  1987      322.000000
     8    10  1987      318.000000
     9    10  1987      314.000000
    10    10  1987      312.000000
    11    10  1987      309.000000
    12    10  1987      305.000000
    13    10  1987      303.000000
    14    10  1987      301.000000
    15    10  1987      299.000000
    16    10  1987      296.000000
    17    10  1987      305.000000
    18    10  1987      313.000000
    19    10  1987      304.000000
    20    10  1987      294.000000
    21    10  1987      288.000000
    22    10  1987      282.000000
    23    10  1987      280.000000
    24    10  1987      278.000000
    25    10  1987      276.000000
    26    10  1987      274.000000
    27    10  1987      270.000000
    28    10  1987      268.000000
    29    10  1987      264.000000
    30    10  1987      259.000000
    31    10  1987      258.000000
     1    11  1987      267.000000
     2    11  1987      272.000000
     3    11  1987      320.000000
     4    11  1987      329.000000
     5    11  1987      306.000000
     6    11  1987      301.000000
     7    11  1987      294.000000
     8    11  1987      288.000000
     9    11  1987      284.000000
    10    11  1987      283.000000
    11    11  1987      280.000000
    12    11  1987      273.000000
    13    11  1987      267.000000
    14    11  1987      260.000000
    15    11  1987      257.000000
    16    11  1987      254.000000
    17    11  1987      252.000000
    18    11  1987      249.000000
    19    11  1987      246.000000
    20    11  1987      242.000000
    21    11  1987      242.000000
    22    11  1987      251.000000
    23    11  1987      336.000000
    24    11  1987      308.000000
    25    11  1987      286.000000
    26    11  1987      276.000000
    27    11  1987      265.000000
    28    11  1987      256.000000
    29    11  1987      252.000000
    30    11  1987      246.000000
     1    12  1987      242.000000
     2    12  1987      239.000000
     3    12  1987      233.000000
     4    12  1987      226.000000
     5    12  1987      219.000000
     6    12  1987      214.000000
     7    12  1987      212.000000
     8    12  1987      210.000000
     9    12  1987      206.000000
    10    12  1987      204.000000
    11    12  1987      202.000000
    12    12  1987      200.000000
    13    12  1987      198.000000
    14    12  1987      196.000000
    15    12  1987      194.000000
    16    12  1987      192.000000
    17    12  1987      191.000000
    18    12  1987      189.000000
    19    12  1987      187.000000
    20    12  1987      186.000000
    21    12  1987      185.000000
    22    12  1987      184.000000
    23    12  1987      183.000000
    24    12  1987      181.000000
    25    12  1987      179.000000
    26    12  1987      179.000000
    27    12  1987      178.000000
    28    12  1987      177.000000
    29    12  1987      180.000000
    30    12  1987      183.000000
    31    12  1987      184.000000
     1     1  1988      186.000000
     2     1  1988      187.000000
     3     1  1988      189.000000
     4     1  1988      191.000000
     5     1  1988      188.000000
     6     1  1988      186.000000
     7     1  1988      184.000000
     8     1  1988      182.000000
     9     1  1988      186.000000
    10     1  1988      189.000000
    11     1  1988      196.000000
    12     1  1988      198.000000
    13     1  1988      196.000000
    14     1  1988      193.000000
    15     1  1988      190.000000
    16     1  1988      187.000000
    17     1  1988      185.000000
    18     1  1988      183.000000
    19     1  1988      181.000000
    20     1  1988      223.000000
    21     1  1988      239.000000
    22     1  1988      221.000000
    23     1  1988      209.000000
    24     1  1988      209.000000
    25     1  1988      208.000000
    26     1  1988      206.000000
    27     1  1988      203.000000
    28     1  1988      200.000000
    29     1  1988      197.000000
    30     1  1988      195.000000
    31     1  1988      197.000000
     1     2  1988      205.000000
     2     2  1988      281.000000
     3     2  1988      318.000000
     4     2  1988      291.000000
     5     2  1988      275.000000
     6     2  1988      268.000000
     7     2  1988      264.000000
     8     2  1988      264.000000
     9     2  1988      279.000000
    10     2  1988      290.000000
    11     2  1988      274.000000
    12     2  1988      244.000000
    13     2  1988      235.000000
    14     2  1988      229.000000
    15     2  1988      223.000000
    16     2  1988      217.000000
    17     2  1988      212.000000
    18     2  1988      208.000000
    19     2  1988      203.000000
    20     2  1988      199.000000
    21     2  1988      196.000000
    22     2  1988      194.000000
    23     2  1988      191.000000
    24     2  1988      190.000000
    25     2  1988      188.000000
    26     2  1988      185.000000
    27     2  1988      183.000000
    28     2  1988      186.000000
    29     2  1988      186.000000
     1     3  1988      183.000000
     2     3  1988      185.000000
     3     3  1988      254.000000
     4     3  1988      244.000000
     5     3  1988      237.000000
     6     3  1988      228.000000
     7     3  1988      218.000000
     8     3  1988      207.000000
     9     3  1988      201.000000
    10     3  1988      196.000000
    11     3  1988      192.000000
    12     3  1988      187.000000
    13     3  1988      184.000000
    14     3  1988      179.000000
    15     3  1988      174.000000
    16     3  1988      168.000000
    17     3  1988      167.000000
    18     3  1988      170.000000
    19     3  1988      174.000000
    20     3  1988      176.000000
    21     3  1988      178.000000
    22     3  1988      182.000000
    23     3  1988      182.000000
    24     3  1988      180.000000
    25     3  1988      179.000000
    26     3  1988      179.000000
    27     3  1988      178.000000
    28     3  1988      177.000000
    29     3  1988      177.000000
    30     3  1988      176.000000
    31     3  1988      179.000000
     1     4  1988      180.000000
     2     4  1988      179.000000
     3     4  1988      177.000000
     4     4  1988      175.000000
     5     4  1988      174.000000
     6     4  1988      173.000000
     7     4  1988      172.000000
     8     4  1988      172.000000
     9     4  1988      172.000000
    10     4  1988      174.000000
    11     4  1988      174.000000
    12     4  1988      172.000000
    13     4  1988      172.000000
    14     4  1988      172.000000
    15     4  1988      171.000000
    16     4  1988      171.000000
    17     4  1988      172.000000
    18     4  1988      173.000000
    19     4  1988      174.000000
    20     4  1988      174.000000
    21     4  1988      175.000000
    22     4  1988      175.000000
    23     4  1988      173.000000
    24     4  1988      171.000000
    25     4  1988      171.000000
    26     4  1988      171.000000
    27     4  1988      172.000000
    28     4  1988      172.000000
    29     4  1988      173.000000
    30     4  1988      173.000000
     1     5  1988    -9999.000000
     2     5  1988    -9999.000000
     3     5  1988    -9999.000000
     4     5  1988    -9999.000000
     5     5  1988    -9999.000000
     6     5  1988    -9999.000000
     7     5  1988    -9999.000000
     8     5  1988    -9999.000000
     9     5  1988    -9999.000000
    10     5  1988    -9999.000000
    11     5  1988    -9999.000000
    12     5  1988    -9999.000000
    13     5  1988    -9999.000000
    14     5  1988    -9999.000000
    15     5  1988    -9999.000000
    16     5  1988    -9999.000000
    17     5  1988    -9999.000000
    18     5  1988    -9999.000000
    19     5  1988    -9999.000000
    20     5  1988    -9999.000000
    21     5  1988    -9999.000000
    22     5  1988    -9999.000000
    23     5  1988    -9999.000000
    24     5  1988    -9999.000000
    25     5  1988    -9999.000000
    26     5  1988    -9999.000000
    27     5  1988    -9999.000000
    28     5  1988    -9999.000000
    29     5  1988    -9999.000000
    30     5  1988    -9999.000000
    31     5  1988    -9999.000000
     1     6  1988    -9999.000000
     2     6  1988    -9999.000000
     3     6  1988    -9999.000000
     4     6  1988    -9999.000000
     5     6  1988    -9999.000000
     6     6  1988    -9999.000000
     7     6  1988    -9999.000000
     8     6  1988    -9999.000000
     9     6  1988    -9999.000000
    10     6  1988    -9999.000000
    11     6  1988    -9999.000000
    12     6  1988    -9999.000000
    13     6  1988    -9999.000000
    14     6  1988    -9999.000000
    15     6  1988    -9999.000000
    16     6  1988    -9999.000000
    17     6  1988    -9999.000000
    18     6  1988    -9999.000000
    19     6  1988    -9999.000000
    20     6  1988    -9999.000000
    21     6  1988    -9999.000000
    22     6  1988    -9999.000000
    23     6  1988    -9999.000000
    24     6  1988    -9999.000000
    25     6  1988    -9999.000000
    26     6  1988    -9999.000000
    27     6  1988    -9999.000000
    28     6  1988    -9999.000000
    29     6  1988    -9999.000000
    30     6  1988    -9999.000000
     1     7  1988    -9999.000000
     2     7  1988    -9999.000000
     3     7  1988    -9999.000000
     4     7  1988    -9999.000000
     5     7  1988    -9999.000000
     6     7  1988    -9999.000000
     7     7  1988    -9999.000000
     8     7  1988    -9999.000000
     9     7  1988    -9999.000000
    10     7  1988    -9999.000000
    11     7  1988    -9999.000000
    12     7  1988    -9999.000000
    13     7  1988    -9999.000000
    14     7  1988    -9999.000000
    15     7  1988    -9999.000000
    16     7  1988    -9999.000000
    17     7  1988    -9999.000000
    18     7  1988    -9999.000000
    19     7  1988    -9999.000000
    20     7  1988    -9999.000000
    21     7  1988    -9999.000000
    22     7  1988    -9999.000000
    23     7  1988    -9999.000000
    24     7  1988    -9999.000000
    25     7  1988    -9999.000000
    26     7  1988    -9999.000000
    27     7  1988    -9999.000000
    28     7  1988    -9999.000000
    29     7  1988    -9999.000000
    30     7  1988    -9999.000000
    31     7  1988    -9999.000000
     1     8  1988    -9999.000000
     2     8  1988    -9999.000000
     3     8  1988    -9999.000000
     4     8  1988    -9999.000000
     5     8  1988    -9999.000000
     6     8  1988    -9999.000000
     7     8  1988    -9999.000000
     8     8  1988    -9999.000000
     9     8  1988    -9999.000000
    10     8  1988    -9999.000000
    11     8  1988    -9999.000000
    12     8  1988    -9999.000000
    13     8  1988    -9999.000000
    14     8  1988    -9999.000000
    15     8  1988    -9999.000000
    16     8  1988    -9999.000000
    17     8  1988    -9999.000000
    18     8  1988    -9999.000000
    19     8  1988    -9999.000000
    20     8  1988    -9999.000000
    21     8  1988    -9999.000000
    22     8  1988    -9999.000000
    23     8  1988    -9999.000000
    24     8  1988    -9999.000000
    25     8  1988    -9999.000000
    26     8  1988    -9999.000000
    27     8  1988    -9999.000000
    28     8  1988    -9999.000000
    29     8  1988    -9999.000000
    30     8  1988    -9999.000000
    31     8  1988    -9999.000000
     1     9  1988    -9999.000000
     2     9  1988    -9999.000000
     3     9  1988    -9999.000000
     4     9  1988    -9999.000000
     5     9  1988    -9999.000000
     6     9  1988    -9999.000000
     7     9  1988    -9999.000000
     8     9  1988    -9999.000000
     9     9  1988    -9999.000000
    10     9  1988    -9999.000000
    11     9  1988    -9999.000000
    12     9  1988    -9999.000000
    13     9  1988    -9999.000000
    14     9  1988    -9999.000000
    15     9  1988    -9999.000000
    16     9  1988    -9999.000000
    17     9  1988    -9999.000000
    18     9  1988    -9999.000000
    19     9  1988    -9999.000000
    20     9  1988    -9999.000000
    21     9  1988    -9999.000000
    22     9  1988    -9999.000000
    23     9  1988    -9999.000000
    24     9  1988    -9999.000000
    25     9  1988    -9999.000000
    26     9  1988    -9999.000000
    27     9  1988    -9999.000000
    28     9  1988    -9999.000000
    29     9  1988    -9999.000000
    30     9  1988    -9999.000000
     1    10  1988    -9999.000000
     2    10  1988    -9999.000000
     3    10  1988    -9999.000000
     4    10  1988    -9999.000000
     5    10  1988    -9999.000000
     6    10  1988    -9999.000000
     7    10  1988    -9999.000000
     8    10  1988    -9999.000000
     9    10  1988    -9999.000000
    10    10  1988    -9999.000000
    11    10  1988    -9999.000000
    12    10  1988    -9999.000000
    13    10  1988    -9999.000000
    14    10  1988    -9999.000000
    15    10  1988    -9999.000000
    16    10  1988    -9999.000000
    17    10  1988    -9999.000000
    18    10  1988    -9999.000000
    19    10  1988    -9999.000000
    20    10  1988    -9999.000000
    21    10  1988    -9999.000000
    22    10  1988    -9999.000000
    23    10  1988    -9999.000000
    24    10  1988    -9999.000000
    25    10  1988    -9999.000000
    26    10  1988    -9999.000000
    27    10  1988    -9999.000000
    28    10  1988    -9999.000000
    29    10  1988    -9999.000000
    30    10  1988    -9999.000000
    31    10  1988    -9999.000000
     1    11  1988    -9999.000000
     2    11  1988    -9999.000000
     3    11  1988    -9999.000000
     4    11  1988    -9999.000000
     5    11  1988    -9999.000000
     6    11  1988    -9999.000000
     7    11  1988    -9999.000000
     8    11  1988    -9999.000000
     9    11  1988    -9999.000000
    10    11  1988    -9999.000000
    11    11  1988    -9999.000000
    12    11  1988    -9999.000000
    13    11  1988    -9999.000000
    14    11  1988    -9999.000000
    15    11  1988    -9999.000000
    16    11  1988    -9999.000000
    17    11  1988    -9999.000000
    18    11  1988    -9999.000000
    19    11  1988    -9999.000000
    20    11  1988      341.000000
    21    11  1988      339.000000
    22    11  1988      337.000000
    23    11  1988      330.000000
    24    11  1988      327.000000
    25    11  1988      325.000000
    26    11  1988      359.000000
    27    11  1988      420.000000
    28    11  1988      435.000000
    29    11  1988      390.000000
    30    11  1988      358.000000
     1    12  1988      351.000000
     2    12  1988      350.000000
     3    12  1988      344.000000
     4    12  1988      378.000000
     5    12  1988      416.000000
     6    12  1988      486.000000
     7    12  1988      505.000000
     8    12  1988      417.000000
     9    12  1988      390.000000
    10    12  1988      372.000000
    11    12  1988      371.000000
    12    12  1988      399.000000
    13    12  1988      402.000000
    14    12  1988      397.000000
    15    12  1988      386.000000
    16    12  1988      371.000000
    17    12  1988      357.000000
    18    12  1988      343.000000
    19    12  1988      334.000000
    20    12  1988      328.000000
    21    12  1988      325.000000
    22    12  1988      321.000000
    23    12  1988      324.000000
    24    12  1988      334.000000
    25    12  1988      339.000000
    26    12  1988      330.000000
    27    12  1988      334.000000
    28    12  1988      355.000000
    29    12  1988      370.000000
    30    12  1988      379.000000
    31    12  1988      375.000000
     1     1  1989      369.000000
     2     1  1989      367.000000
     3     1  1989      355.000000
     4     1  1989      347.000000
     5     1  1989      363.000000
     6     1  1989      369.000000
     7     1  1989      366.000000
     8     1  1989      356.000000
     9     1  1989      344.000000
    10     1  1989      336.000000
    11     1  1989      343.000000
    12     1  1989      360.000000
    13     1  1989      379.000000
    14     1  1989      368.000000
    15     1  1989      359.000000
    16     1  1989      352.000000
    17     1  1989      350.000000
    18     1  1989      352.000000
    19     1  1989      340.000000
    20     1  1989      331.000000
    21     1  1989      331.000000
    22     1  1989      329.000000
    23     1  1989      323.000000
    24     1  1989      336.000000
    25     1  1989      343.000000
    26     1  1989      334.000000
    27     1  1989      335.000000
    28     1  1989      331.000000
    29     1  1989      325.000000
    30     1  1989      329.000000
    31     1  1989      339.000000
     1     2  1989      365.000000
     2     2  1989      354.000000
     3     2  1989      337.000000
     4     2  1989      329.000000
     5     2  1989      323.000000
     6     2  1989      326.000000
     7     2  1989      325.000000
     8     2  1989      319.000000
     9     2  1989      308.000000
    10     2  1989      304.000000
    11     2  1989      302.000000
    12     2  1989      303.000000
    13     2  1989      312.000000
    14     2  1989      339.000000
    15     2  1989      329.000000
    16     2  1989      334.000000
    17     2  1989      312.000000
    18     2  1989      328.000000
    19     2  1989      398.000000
    20     2  1989      469.000000
    21     2  1989      469.000000
    22     2  1989      455.000000
    23     2  1989      393.000000
    24     2  1989      369.000000
    25     2  1989      371.000000
    26     2  1989      372.000000
    27     2  1989      363.000000
    28     2  1989      352.000000
     1     3  1989      339.000000
     2     3  1989      339.000000
     3     3  1989      331.000000
     4     3  1989      337.000000
     5     3  1989      341.000000
     6     3  1989      360.000000
     7     3  1989      360.000000
     8     3  1989      350.000000
     9     3  1989      334.000000
    10     3  1989      323.000000
    11     3  1989      317.000000
    12     3  1989      315.000000
    13     3  1989      321.000000
    14     3  1989      359.000000
    15     3  1989      473.000000
    16     3  1989      483.000000
    17     3  1989      477.000000
    18     3  1989      415.000000
    19     3  1989      353.000000
    20     3  1989      336.000000
    21     3  1989      478.000000
    22     3  1989      519.000000
    23     3  1989      506.000000
    24     3  1989      463.000000
    25     3  1989      394.000000
    26     3  1989      525.000000
    27     3  1989      576.000000
    28     3  1989      579.000000
    29     3  1989      610.000000
    30     3  1989      664.000000
    31     3  1989      675.000000
     1     4  1989      610.000000
     2     4  1989      527.000000
     3     4  1989      475.000000
     4     4  1989      433.000000
     5     4  1989      406.000000
     6     4  1989      382.000000
     7     4  1989      379.000000
     8     4  1989      379.000000
     9     4  1989      379.000000
    10     4  1989      377.000000
    11     4  1989      400.000000
    12     4  1989      509.000000
    13     4  1989      573.000000
    14     4  1989      585.000000
    15     4  1989      587.000000
    16     4  1989      536.000000
    17     4  1989      457.000000
    18     4  1989      405.000000
    19     4  1989      393.000000
    20     4  1989      385.000000
    21     4  1989      391.000000
    22     4  1989      393.000000
    23     4  1989      413.000000
    24     4  1989      413.000000
    25     4  1989      421.000000
    26     4  1989      434.000000
    27     4  1989      434.000000
    28     4  1989      403.000000
    29     4  1989      382.000000
    30     4  1989      374.000000
     1     5  1989      367.000000
     2     5  1989      372.000000
     3     5  1989      377.000000
     4     5  1989      377.000000
     5     5  1989      388.000000
     6     5  1989      401.000000
     7     5  1989      403.000000
     8     5  1989      408.000000
     9     5  1989      422.000000
    10     5  1989      480.000000
    11     5  1989      537.000000
    12     5  1989      559.000000
    13     5  1989      605.000000
    14     5  1989      659.000000
    15     5  1989      691.000000
    16     5  1989      712.000000
    17     5  1989      724.000000
    18     5  1989      715.000000
    19     5  1989      677.000000
    20     5  1989      635.000000
    21     5  1989      626.000000
    22     5  1989      635.000000
    23     5  1989      650.000000
    24     5  1989      673.000000
    25     5  1989      707.000000
    26     5  1989      740.000000
    27     5  1989      762.000000
    28     5  1989      771.000000
    29     5  1989      776.000000
    30     5  1989      776.000000
    31     5  1989      781.000000
     1     6  1989      773.000000
     2     6  1989      759.000000
     3     6  1989      721.000000
     4     6  1989      692.000000
     5     6  1989      698.000000
     6     6  1989      716.000000
     7     6  1989      750.000000
     8     6  1989      792.000000
     9     6  1989      812.000000
    10     6  1989      815.000000
    11     6  1989      804.000000
    12     6  1989      790.000000
    13     6  1989      758.000000
    14     6  1989      714.000000
    15     6  1989      675.000000
    16     6  1989      686.000000
    17     6  1989      714.000000
    18     6  1989      757.000000
    19     6  1989      792.000000
    20     6  1989      770.000000
    21     6  1989      820.000000
    22     6  1989      799.000000
    23     6  1989      771.000000
    24     6  1989      773.000000
    25     6  1989      783.000000
    26     6  1989      789.000000
    27     6  1989      771.000000
    28     6  1989      739.000000
    29     6  1989      682.000000
    30     6  1989      601.000000
     1     7  1989      520.000000
     2     7  1989      504.000000
     3     7  1989      513.000000
     4     7  1989      517.000000
     5     7  1989      509.000000
     6     7  1989      524.000000
     7     7  1989      559.000000
     8     7  1989      580.000000
     9     7  1989      594.000000
    10     7  1989      607.000000
    11     7  1989      616.000000
    12     7  1989      581.000000
    13     7  1989      511.000000
    14     7  1989      513.000000
    15     7  1989      537.000000
    16     7  1989      551.000000
    17     7  1989      547.000000
    18     7  1989      534.000000
    19     7  1989      531.000000
    20     7  1989      542.000000
    21     7  1989      554.000000
    22     7  1989      557.000000
    23     7  1989      560.000000
    24     7  1989      569.000000
    25     7  1989      573.000000
    26     7  1989      588.000000
    27     7  1989      625.000000
    28     7  1989      662.000000
    29     7  1989      657.000000
    30     7  1989      572.000000
    31     7  1989      473.000000
     1     8  1989      449.000000
     2     8  1989      436.000000
     3     8  1989      425.000000
     4     8  1989      419.000000
     5     8  1989      414.000000
     6     8  1989      409.000000
     7     8  1989      408.000000
     8     8  1989      421.000000
     9     8  1989      458.000000
    10     8  1989      463.000000
    11     8  1989      442.000000
    12     8  1989      424.000000
    13     8  1989      425.000000
    14     8  1989      451.000000
    15     8  1989      470.000000
    16     8  1989      490.000000
    17     8  1989      494.000000
    18     8  1989      487.000000
    19     8  1989      488.000000
    20     8  1989      494.000000
    21     8  1989      458.000000
    22     8  1989      455.000000
    23     8  1989      442.000000
    24     8  1989      423.000000
    25     8  1989      408.000000
    26     8  1989      413.000000
    27     8  1989      423.000000
    28     8  1989      412.000000
    29     8  1989      412.000000
    30     8  1989      430.000000
    31     8  1989      428.000000
     1     9  1989      419.000000
     2     9  1989      405.000000
     3     9  1989      400.000000
     4     9  1989      406.000000
     5     9  1989      411.000000
     6     9  1989      407.000000
     7     9  1989      384.000000
     8     9  1989      378.000000
     9     9  1989      387.000000
    10     9  1989      403.000000
    11     9  1989      391.000000
    12     9  1989      377.000000
    13     9  1989      365.000000
    14     9  1989      357.000000
    15     9  1989      352.000000
    16     9  1989      365.000000
    17     9  1989      411.000000
    18     9  1989      444.000000
    19     9  1989      439.000000
    20     9  1989      426.000000
    21     9  1989      428.000000
    22     9  1989      404.000000
    23     9  1989      380.000000
    24     9  1989      369.000000
    25     9  1989      364.000000
    26     9  1989      361.000000
    27     9  1989      358.000000
    28     9  1989      363.000000
    29     9  1989      376.000000
    30     9  1989      433.000000
     1    10  1989      506.000000
     2    10  1989      529.000000
     3    10  1989      515.000000
     4    10  1989      463.000000
     5    10  1989      436.000000
     6    10  1989      425.000000
     7    10  1989      442.000000
     8    10  1989      444.000000
     9    10  1989      429.000000
    10    10  1989      427.000000
    11    10  1989      412.000000
    12    10  1989      392.000000
    13    10  1989      399.000000
    14    10  1989      418.000000
    15    10  1989      409.000000
    16    10  1989      384.000000
    17    10  1989      370.000000
    18    10  1989      362.000000
    19    10  1989      356.000000
    20    10  1989      366.000000
    21    10  1989      380.000000
    22    10  1989      417.000000
    23    10  1989      425.000000
    24    10  1989      394.000000
    25    10  1989      375.000000
    26    10  1989      371.000000
    27    10  1989      359.000000
    28    10  1989      348.000000
    29    10  1989      345.000000
    30    10  1989      342.000000
    31    10  1989      337.000000
     1    11  1989      339.000000
     2    11  1989      348.000000
     3    11  1989      390.000000
     4    11  1989      420.000000
     5    11  1989      396.000000
     6    11  1989      372.000000
     7    11  1989      364.000000
     8    11  1989      357.000000
     9    11  1989      357.000000
    10    11  1989      346.000000
    11    11  1989      363.000000
    12    11  1989      409.000000
    13    11  1989      403.000000
    14    11  1989      373.000000
    15    11  1989      385.000000
    16    11  1989      403.000000
    17    11  1989      387.000000
    18    11  1989      407.000000
    19    11  1989      463.000000
    20    11  1989      477.000000
    21    11  1989      445.000000
    22    11  1989      415.000000
    23    11  1989      390.000000
    24    11  1989      365.000000
    25    11  1989      353.000000
    26    11  1989      346.000000
    27    11  1989      341.000000
    28    11  1989      336.000000
    29    11  1989      333.000000
    30    11  1989      332.000000
     1    12  1989      327.000000
     2    12  1989      321.000000
     3    12  1989      316.000000
     4    12  1989      312.000000
     5    12  1989      309.000000
     6    12  1989      306.000000
     7    12  1989      304.000000
     8    12  1989      300.000000
     9    12  1989      297.000000
    10    12  1989      295.000000
    11    12  1989      293.000000
    12    12  1989      294.000000
    13    12  1989      295.000000
    14    12  1989      298.000000
    15    12  1989      298.000000
    16    12  1989      294.000000
    17    12  1989      294.000000
    18    12  1989      299.000000
    19    12  1989      298.000000
    20    12  1989      292.000000
    21    12  1989      286.000000
    22    12  1989      284.000000
    23    12  1989      281.000000
    24    12  1989      279.000000
    25    12  1989      277.000000
    26    12  1989      275.000000
    27    12  1989      272.000000
    28    12  1989      269.000000
    29    12  1989      266.000000
    30    12  1989      262.000000
    31    12  1989      259.000000
     1     1  1990      257.000000
     2     1  1990      255.000000
     3     1  1990      254.000000
     4     1  1990      252.000000
     5     1  1990      252.000000
     6     1  1990      253.000000
     7     1  1990      254.000000
     8     1  1990      263.000000
     9     1  1990      275.000000
    10     1  1990      275.000000
    11     1  1990      273.000000
    12     1  1990      270.000000
    13     1  1990      274.000000
    14     1  1990      279.000000
    15     1  1990      300.000000
    16     1  1990      318.000000
    17     1  1990      302.000000
    18     1  1990      288.000000
    19     1  1990      284.000000
    20     1  1990      278.000000
    21     1  1990      273.000000
    22     1  1990      270.000000
    23     1  1990      275.000000
    24     1  1990      275.000000
    25     1  1990      272.000000
    26     1  1990      268.000000
    27     1  1990      262.000000
    28     1  1990      261.000000
    29     1  1990      267.000000
    30     1  1990      275.000000
    31     1  1990      280.000000
     1     2  1990      278.000000
     2     2  1990      286.000000
     3     2  1990      311.000000
     4     2  1990      314.000000
     5     2  1990      319.000000
     6     2  1990      308.000000
     7     2  1990      294.000000
     8     2  1990      294.000000
     9     2  1990      311.000000
    10     2  1990      311.000000
    11     2  1990      310.000000
    12     2  1990      300.000000
    13     2  1990      287.000000
    14     2  1990      279.000000
    15     2  1990      272.000000
    16     2  1990      266.000000
    17     2  1990      261.000000
    18     2  1990      257.000000
    19     2  1990      252.000000
    20     2  1990      250.000000
    21     2  1990      251.000000
    22     2  1990      250.000000
    23     2  1990      251.000000
    24     2  1990      255.000000
    25     2  1990      255.000000
    26     2  1990      251.000000
    27     2  1990      245.000000
    28     2  1990      241.000000
     1     3  1990      240.000000
     2     3  1990      249.000000
     3     3  1990      264.000000
     4     3  1990      272.000000
     5     3  1990      285.000000
     6     3  1990      329.000000
     7     3  1990      386.000000
     8     3  1990      363.000000
     9     3  1990      324.000000
    10     3  1990      307.000000
    11     3  1990      303.000000
    12     3  1990      311.000000
    13     3  1990      353.000000
    14     3  1990    -9999.000000
    15     3  1990    -9999.000000
    16     3  1990    -9999.000000
    17     3  1990    -9999.000000
    18     3  1990    -9999.000000
    19     3  1990    -9999.000000
    20     3  1990    -9999.000000
    21     3  1990    -9999.000000
    22     3  1990    -9999.000000
    23     3  1990    -9999.000000
    24     3  1990    -9999.000000
    25     3  1990    -9999.000000
    26     3  1990    -9999.000000
    27     3  1990    -9999.000000
    28     3  1990    -9999.000000
    29     3  1990    -9999.000000
    30     3  1990    -9999.000000
    31     3  1990    -9999.000000
     1     4  1990    -9999.000000
     2     4  1990    -9999.000000
     3     4  1990    -9999.000000
     4     4  1990    -9999.000000
     5     4  1990    -9999.000000
     6     4  1990    -9999.000000
     7     4  1990    -9999.000000
     8     4  1990    -9999.000000
     9     4  1990    -9999.000000
    10     4  1990    -9999.000000
    11     4  1990    -9999.000000
    12     4  1990    -9999.000000
    13     4  1990    -9999.000000
    14     4  1990    -9999.000000
    15     4  1990    -9999.000000
    16     4  1990    -9999.000000
    17     4  1990    -9999.000000
    18     4  1990    -9999.000000
    19     4  1990    -9999.000000
    20     4  1990    -9999.000000
    21     4  1990    -9999.000000
    22     4  1990    -9999.000000
    23     4  1990    -9999.000000
    24     4  1990    -9999.000000
    25     4  1990    -9999.000000
    26     4  1990    -9999.000000
    27     4  1990    -9999.000000
    28     4  1990    -9999.000000
    29     4  1990    -9999.000000
